Modalidad de Contratacion,Fecha de Publicacion del Proceso,Referencia del Proceso,Número de Proceso,Descripción del Procedimiento,Cuantía,Unidad de Contratación,URLProceso
Contratación directa,24/01/2020,81006720,"Apoyar la implementación de los procesos de empoderamiento ciudadano en el territorio en relación a la fiscalización  de los servicios públicos domiciliarios, mediante la orientación personalizada a","Apoyar la implementación de los procesos de empoderamiento ciudadano en el territorio en relación a la fiscalización  de los servicios públicos domiciliarios, mediante la orientación personalizada a los usuarios de servicios públicos domiciliarios.",35563840,DIRECCCION TERRITORIAL CENTRO,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1063470&isFromPublicArea=True&isModal=true&asPopupView=true
Mínima cuantía,24/09/2019,SSPD MC 27 DE 2019,Prestar los servicios de apoyo logístico para la realización de las actividades necesarias para la ejecución de los eventos asociados al proyecto Mejoramiento de las acciones de vigilancia y control,Prestar los servicios de apoyo logístico para la realización de las actividades necesarias para la ejecución de los eventos asociados al proyecto Mejoramiento de las acciones de vigilancia y control de la calidad del agua en los prestadores del servicio de acueducto,35000000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.938749&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,15/01/2019,40001219,"Prestar servicios profesionales al Grupo de Pequeños Prestadores en las actividades derivadas del proceso de inspección, vigilancia y control, desde el componente ambiental con énfasis en los casos es","Prestar servicios profesionales al Grupo de Pequeños Prestadores en las actividades derivadas del proceso de inspección, vigilancia y control, desde el componente ambiental con énfasis en los casos especiales, revisión de aspectos técnicos, solicitudes de investigación a pequeños prestadores, y derechos de petición",56999972,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.660274&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,31/12/2018,82014918,Prestar servicios profesionales jurídicos en la Dirección Territorial Norte,"Prestar servicios profesionales jurídicos en la Dirección Territorial Norte, para realizar el análisis, revisión, validación, seguimiento y requerimiento a los prestadores, del cumplimiento de los actos administrativos emitidos, así mismo, proyectar los actos sancionatorios que se deriven del incumplimiento.",18928000,DIRECCION TERRITORIAL NORTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.640604&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,28/01/2020,83001320,prestar los servicios profesionales en la atención personalizada en punto  Superservicios,"El contratista se obliga a prestar los servicios profesionales en la atención personalizada en punto  Superservicios y responder peticiones, quejas y reclamos asignados a través de ORFEO.",35438400,DIRECCION TERRITORIAL OCCIDENTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1070808&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,16/11/2018,16013018,Prestar los servicios profesionales a la oficina de informática apoyando los procesos de contratación que se encuentran en curso y la supervisión de los contratos,"Prestar los servicios profesionales a la oficina de informática apoyando los procesos de contratación que se encuentran en curso y la supervisión de los contratos derivados de los proyectos de ampliación de Sistemas de Información, Outsourcing Informático y Sistema de Información Geográfico.",6933334,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.597402&isFromPublicArea=True&isModal=true&asPopupView=true
Mínima cuantía,03/03/2020,SSPD-MC-840-02-2020,3.1. Objeto: PRESTAR EL SERVICIO DE MANTENIMIENTO GENERAL PREVENTIVO Y CORRECTIVO CON SUMINISTRO DE REPUESTOS DE UNA CAMIONETA MARCA CHEVROLET CAPTIVA DE PLACAS OSB-041 ASIGNADO A LA DIRECCIÓN TERRIT,3.1. Objeto: PRESTAR EL SERVICIO DE MANTENIMIENTO GENERAL PREVENTIVO Y CORRECTIVO CON SUMINISTRO DE REPUESTOS DE UNA CAMIONETA MARCA CHEVROLET CAPTIVA DE PLACAS OSB-041 ASIGNADO A LA DIRECCIÓN TERRITORIAL ORIENTE DE LA SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS,10000000,DIRECCION TERRITORIAL ORIENTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1144342&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,23/10/2018,80019118,Prestar los servicios profesionales en la Dirección General territorial para apoyar la consolidación de información de los vocales de control a nivel nacional,"Prestar los servicios profesionales en la Dirección General territorial para apoyar la consolidación de información de los vocales de control a nivel nacional, registrando y manteniendo actualizado el sistema de vigilancia y control de la superintendencia de servicios públicos domiciliarios.",6066652,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.573139&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,13/01/2020,52004520,"Entregar a título de arrendamiento a la SUPERSERVICIOS un espacio físico en la entrada 2 bodega N° 6 ubicada en la Av. Calle 12C # 79A - 25 Parque Empresarial Alsacia de la ciudad de Bogotá, para real","Entregar a título de arrendamiento a la SUPERSERVICIOS un espacio físico en la entrada 2 bodega N° 6 ubicada en la Av. Calle 12C # 79A - 25 Parque Empresarial Alsacia de la ciudad de Bogotá, para realizar las labores de organización y bodegaje de los archivos de gestión de la Superintendencia de Servicios Públicos Domiciliarios",205417800,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1037111&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,04/02/2020,20003020,Prestar servicios profesionales a la Dirección Técnica de Gestión de Gas apoyando el análisis y verificación de la información remitida por los prestadores de los servicios de gas combustible relacion,Prestar servicios profesionales a la Dirección Técnica de Gestión de Gas apoyando el análisis y verificación de la información remitida por los prestadores de los servicios de gas combustible relacionada con planes de emergencias y gestión de riesgo.,94500000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1086546&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,18/03/2020,20005920,Prestar los servicios profesionales en la Superintendencia Delegada para Energía y Gas apoyando la identificación de los protocolos requeridos para implementar un mecanismo que permita el seguimiento,Prestar los servicios profesionales en la Superintendencia Delegada para Energía y Gas apoyando la identificación de los protocolos requeridos para implementar un mecanismo que permita el seguimiento y monitoreo del comportamiento de los agentes que participan en los mercados de energía mayorista.,83700000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1168438&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,22/02/2019,085001519,Contratar Los servicios profesionales para analizar y sustanciar 100 actuaciones mensuales o proporcionales según reparto que sean necesarias dentro de los radicados que resuelvan los trámites que le,Contratar Los servicios profesionales para analizar y sustanciar 100 actuaciones mensuales o proporcionales según reparto que sean necesarias dentro de los radicados que resuelvan los trámites que le sean asignados a esta territorial a través del sistema que la entidad disponga para ello.,24583333,DIRECCION TERRITORIAL SUROCCIDENTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.750493&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,07/02/2020,40015120,Prestar sus servicios profesionales para recopilar la información del diagnóstico de prestadores de áreas rurales y apoyar en la formalización de las personas prestadoras en áreas rurales del país,Prestar sus servicios profesionales para recopilar la información del diagnóstico de prestadores de áreas rurales y apoyar en la formalización de las personas prestadoras en áreas rurales del país,28467037,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1096021&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,25/01/2019,13001719,"prestar de manera independiente y con sus propios recursos, sus servicios profesionales jurídicos para la gestión de las actividades de cobro que corresponda, en cumplimiento de la facultad legal otor","prestar de manera independiente y con sus propios recursos, sus servicios profesionales jurídicos para la gestión de las actividades de cobro que corresponda, en cumplimiento de la facultad legal otorgada a la SSPD, con el fin de recaudar las acreencias a favor de la entidad, particularmente en cuanto a proyectar y ajustar los actos administrativos que se originan durante el trámite del procedimiento administrativo de cobro coactivo y de gestión de cartera que garanticen el impulso procesal(...)",45599986,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.688782&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,30/09/2020,40022620,"Prestar sus servicios profesionales para apoyar desde el componente administrativo, organizacional y financiero los modelos de prestación para el desarrollo de los documentos de lineamientos técnicos","Prestar sus servicios profesionales para apoyar desde el componente administrativo, organizacional y financiero los modelos de prestación para el desarrollo de los documentos de lineamientos técnicos para adelantar vigilancia diferencial y vigilancia de aspectos subjetivos a los prestadores de área rural",25200000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1477462&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,16/01/2020,40000820,"Prestar los servicios profesionales para realizar seguimiento y control a las estadísticas, indicadores de gestión, trámite de comunicaciones, derechos de petición y notificaciones de las investigacio","Prestar los servicios profesionales para realizar seguimiento y control a las estadísticas, indicadores de gestión, trámite de comunicaciones, derechos de petición y notificaciones de las investigaciones de la Dirección de Investigaciones para Acueducto, Alcantarillado y Aseo",42262122,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1043283&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,08/01/2020,52000520,Prestar Servicios Profesionales en lo relacionado con el trámite y gestión de la información que se origina de los procesos de Adquisición de Bienes y Servicios.,Prestar Servicios Profesionales en lo relacionado con el trámite y gestión de la información que se origina de los procesos de Adquisición de Bienes y Servicios.,30384992,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1028300&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,16/01/2019,81000619,"Prestar los servicios de apoyo a la Dirección Territorial Centro en el procedimiento de notificación de los actos administrativos a su cargo, así como la atención de los trámites","Prestar los servicios de apoyo a la Dirección Territorial Centro en el procedimiento de notificación de los actos administrativos a su cargo, así como la atención de los trámites que se asignen a través del sistema que la entidad disponga para ello, en el marco de la gestión de trámites a cargo de la Dirección Territorial.",27830000,DIRECCCION TERRITORIAL CENTRO,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.665424&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,24/01/2019,40003019,"Prestar  sus servicios profesionales para apoyar al Grupo de Certificaciones e Información de la Superintendencia Delegada para Acueducto, Alcantarillado y Aseo, en todos los asuntos jurídicos relacio","Prestar  sus servicios profesionales para apoyar al Grupo de Certificaciones e Información de la Superintendencia Delegada para Acueducto, Alcantarillado y Aseo, en todos los asuntos jurídicos relacionados con los procedimientos de certificación de entidades territoriales del país, especialmente en la revisión de los actos administrativos.",56166642,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.685398&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,04/02/2021,080005221,Prestar los servicios de apoyo a la gestión para atender las solicitudes que lleguen a través de Te Resuelvo y las oficinas digitales como parte de la implementación del Control Social de los Servici,"Prestar los servicios de apoyo a la gestión para atender las solicitudes que lleguen
a través de Te Resuelvo y las oficinas digitales como parte de la implementación del Control
Social de los Servicios Públicos Domiciliarios.",24652060,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1734741&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,20/01/2021,013002621,"Prestar servicios técnicos para el apoyo en la administración de la plataforma «EKOGUI» de la Agencia Nacional de Defensa Jurídica del Estado «ANDJE», así como el manejo y revisión de la información d","Prestar servicios técnicos para el apoyo en la administración de la plataforma «EKOGUI» de la Agencia Nacional de Defensa Jurídica del Estado «ANDJE», así como el manejo y revisión de la información de las bases de datos que administre el Grupo de Defensa Judicial.",11200000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1676253&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,18/01/2019,80000519,"Prestar los servicios profesionales en la organización de las actividades de seguimiento y ejecución de la gestión de trámites competencia de la Dirección General Territorial, para fortalecer la calid","Prestar los servicios profesionales en la organización de las actividades de seguimiento y ejecución de la gestión de trámites competencia de la Dirección General Territorial, para fortalecer la calidad y oportunidad de atención, mediante el planteamiento de estrategias jurídicas y de operación que fomenten la identificación de alertas tempranas como mecanismo para la adopción de acciones jurídicas de mejora, el fortalecimiento a los procedimientos sancionatorios.",91738644,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.670607&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,20/01/2021,82005521,"Prestar servicios de apoyo a la gestión, para notificar actos administrativos expedidos que le sean asignados a través del sistema que la Entidad disponga para ello, de conformidad con lo previsto en","Prestar servicios de apoyo a la gestión, para notificar actos administrativos expedidos que le sean asignados a través del sistema que la Entidad disponga para ello, de conformidad con lo previsto en el Código de Procedimiento Administrativo y de lo Contencioso Administrativo  CPACA.",30780000,DIRECCION TERRITORIAL NORTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1675155&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,15/05/2020,20006220,"Prestar los servicios de apoyo a la gestión en la Superintendencia Delegada para Energía y Gas, analizando la información que reportan los agentes del mercado relacionado con el sector, que permita id","Prestar los servicios de apoyo a la gestión en la Superintendencia Delegada para Energía y Gas, analizando la información que reportan los agentes del mercado relacionado con el sector, que permita identificar señales y alertas sobre comportamientos que puedan afectar la prestación del servicio, según los criterios establecidos por la entidad y en la normativa vigente.",19735933,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1247214&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,14/01/2021,013002921,"Prestar servicios profesionales en la revisión, proyección, gestión, trámite y seguimiento de las acciones de tutela, impugnaciones de fallo, incidentes de desacato, verificación de cumplimiento de fa","Prestar servicios profesionales en la revisión, proyección, gestión, trámite y seguimiento de las acciones de tutela, impugnaciones de fallo, incidentes de desacato, verificación de cumplimiento de fallos judiciales instaurados en contra de la Superservicios, así como apoyar las labores que se requieran por parte del Grupo de Defensa Judicial.",15733324,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1653195&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,14/01/2020,13003820,"Prestar servicios profesionales en la revisión, proyección, gestión, trámite y seguimiento de las acciones de tutela, impugnaciones de fallo, incidentes de desacato, verificación de cumplimiento de fa","Prestar servicios profesionales en la revisión, proyección, gestión, trámite y seguimiento de las acciones de tutela, impugnaciones de fallo, incidentes de desacato, verificación de cumplimiento de fallos judiciales instaurados en contra de la Superservicios, así como apoyar las labores que se requieran por parte del Grupo de Defensa Judicial.",51000000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1038385&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,13/07/2020,16011320,"El contratista se obliga a prestar sus servicios profesionales a la Oficina de Informática para apoyar las actividades relacionadas con la gestión del soporte, bajo los lineamientos definidos en el pr","El contratista se obliga a prestar sus servicios profesionales a la Oficina de Informática para apoyar las actividades relacionadas con la gestión del soporte, bajo los lineamientos definidos en el proceso de Gestión Tecnologías de la Información y enmarcados en el Proyecto de Inversión Fortalecimiento de los Servicios de TIC en la Superservicios.",16800000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1333677&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,02/03/2020,82010420,DTN 097 DE 2020,"Apoyar la implementación de los procesos de empoderamiento ciudadano en el territorio en relación a la fiscalización de los servicios públicos domiciliarios, mediante la orientación personalizada a los usuarios.",32340000,DIRECCION TERRITORIAL NORTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1142954&isFromPublicArea=True&isModal=true&asPopupView=true
Mínima cuantía,02/09/2020,SSPD-MC-029-2020,"Adquirir la renovación de licencias Adobe Creative Cloud para empresas y licencias Acrobat ProDC, para el Fortalecimiento de la Plataforma de Servicios TIC de la Superservicios.","Adquirir la renovación de licencias Adobe Creative Cloud para empresas y licencias Acrobat ProDC, para el Fortalecimiento de la Plataforma de Servicios TIC de la Superservicios.",28499400,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1425779&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,09/01/2019,14000219,"Prestar servicios profesionales de Auditoría Interna en aseguramiento y consulta con enfoques financiero y contable, en la Oficina de Control Interno. Realizar la planeación y ejecución las auditorías","Prestar servicios profesionales de Auditoría Interna en aseguramiento y consulta con enfoques financiero y contable, en la Oficina de Control Interno. Realizar la planeación y ejecución las auditorías internas de gestión y elaborar los informes de Ley acorde al cronograma del Plan anual de auditorías 2019 aprobado por el Comité Institucional de Coordinación de Control Interno",102373317,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.650702&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,23/01/2020,82001320,"Prestar los servicios profesionales jurídicos, en la revisión y/o proyección de todas las actuaciones que sean necesarias dentro de los radicados que resuelven los trámites que le sean asignados a tra","Prestar los servicios profesionales jurídicos, en la revisión y/o proyección de todas las actuaciones que sean necesarias dentro de los radicados que resuelven los trámites que le sean asignados a través del sistema que la Entidad disponga para ello, en el marco de la gestión de trámites a cargo de la Dirección Territorial Norte.",30333312,DIRECCION TERRITORIAL NORTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1059932&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,21/01/2019,20000419,Prestar los servicios de apoyo a la gestión en la Dirección Técnica de Gestión de Energía,"Prestar los servicios de apoyo a la gestión en la Dirección Técnica de Gestión de Energía, a través de la organización y custodia de los documentos que se generen en el ejercicio de los procesos de vigilancia, inspección y control a los prestadores del servicio de energía eléctrica y Gas Combustible.",27720000,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.675005&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,30/09/2020,40023420,"Prestar sus servicios profesionales para apoyar desde el componente tarifario, la implementación de la metodología para clasificar por nivel de riesgo a los prestadores del sector de acueducto y alcan","Prestar sus servicios profesionales para apoyar desde el componente tarifario, la implementación de la metodología para clasificar por nivel de riesgo a los prestadores del sector de acueducto y alcantarillado.",23071984,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1476970&isFromPublicArea=True&isModal=true&asPopupView=true
Selección abreviada subasta inversa,15/08/2019,SSPD-SA-012-2019,"Adquisición, puesta en producción y soporte de una solución tecnológica integral de copias de seguridad que permita fortalecer y mejorar el sistema actual, propiedad de la Superintendencia de Servicio","Adquisición, puesta en producción y soporte de una solución tecnológica integral de copias de seguridad que permita fortalecer y mejorar el sistema actual, propiedad de la Superintendencia de Servicios Públicos Domiciliarios",550000000,SECRETARIA GENERAL,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.904929&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,30/12/2018,82013818,"Prestar los servicios profesionales jurídicos, en la revisión y/o proyección de todas las actuaciones que sean necesarias","Prestar los servicios profesionales jurídicos, en la revisión y/o proyección de todas las actuaciones que sean necesarias dentro de los radicados que resuelven los trámites que le sean asignados a través del sistema que la Entidad disponga para ello, en el marco de la gestión de trámites a cargo de la Dirección Territorial Norte.",27913600,DIRECCION TERRITORIAL NORTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.640002&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,26/02/2020,81006020,"Apoyar la implementación de los procesos de empoderamiento ciudadano en el territorio en relación a la fiscalización  de los servicios públicos domiciliarios, mediante la orientación personalizada a l","Apoyar la implementación de los procesos de empoderamiento ciudadano en el territorio en relación a la fiscalización  de los servicios públicos domiciliarios, mediante la orientación personalizada a los usuarios de servicios publicos domiciliarios.",31921760,DIRECCCION TERRITORIAL CENTRO,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1133950&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,24/03/2020,81003920,"Prestar los servicios profesionales jurídicos, en la revisión y/o proyección de todas las actuaciones que sean necesarias dentro de los radicados que resuelven los trámites que le sean asignados a tra","Prestar los servicios profesionales jurídicos, en la revisión y/o proyección de todas las actuaciones que sean necesarias dentro de los radicados que resuelven los trámites que le sean asignados a través del sistema que la Entidad disponga para ello, en el marco de la gestión de trámites a cargo de la Dirección Territorial.",42024000,DIRECCCION TERRITORIAL CENTRO,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1175454&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,10/01/2019,052000919,"Prestar los servicios profesionales en materia contractual en las etapas precontractual, contractual y poscontractual","Prestar los servicios profesionales en materia contractual en las etapas precontractual, contractual y poscontractual, y en general sobre los asuntos jurídicos, normativos y actuaciones administrativas relacionadas con la materia.",61866652,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.652047&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,29/12/2018,81005518.,ALEJANDRA LEAL,Prestar servicios profesionales jurídicos para analizar y sustanciar las actuaciones que sean necesarias dentro de los radicados que resuelvan los trámites que le sean asignados a través del sistema que la entidad disponga para ello en el marco de la gestión de trámites a cargo de la Dirección Territorial Centro,20700000,DIRECCCION TERRITORIAL CENTRO,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.639033&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,18/01/2021,85002721,Contratar los servicios de apoyo en lo relacionado con el proceso de notificación y comunicación de las actuaciones que se requieran en los diferentes procesos de la entidad,Contratar los servicios de apoyo en lo relacionado con el proceso de notificación y comunicación de las actuaciones que se requieran en los diferentes procesos de la entidad,27666656,DIRECCION TERRITORIAL SUROCCIDENTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1666190&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,31/01/2019,83001619,"Prestar los servicios en la orientación y en  recibir reclamaciones de usuarios, tipificar trámites, proyectar PQRS dentro de los dos días luego de su asignación, remitir oportunamente alertas ciudada","Prestar los servicios en la orientación y en  recibir reclamaciones de usuarios, tipificar trámites, proyectar PQRS dentro de los dos días luego de su asignación, remitir oportunamente alertas ciudadanas, reportar  diariamente el cumplimiento de los lineamientos del Programa Nacional de Atención al Usuario.",15600000,DIRECCION TERRITORIAL OCCIDENTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.703187&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,19/01/2021,05201121,"Prestación de servicios de apoyo a la gestión al Grupo de Servicios Generales, en la ejecución de oficios varios en las instalaciones de la Superintendencia de Servicios Públicos Domiciliarios","Prestación de servicios de apoyo a la gestión al Grupo de Servicios
Generales, en la ejecución de oficios varios en las instalaciones de la Superintendencia
de Servicios Públicos Domiciliarios",28345600,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1669697&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,09/01/2019,052000819,"Prestar los servicios profesionales al Grupo de Contratos y Adquisiciones en la estructuración, gestión y trámite de los procesos de selección y en general en todas las actividades contractuales","Prestar los servicios profesionales al Grupo de Contratos y Adquisiciones en la estructuración, gestión y trámite de los procesos de selección y en general en todas las actividades contractuales",47066659,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.650671&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,25/01/2019,016001019,Prestar los servicios profesionales a la Oficina de Informática en el marco del proceso de Gestión de Tecnologías de la Información,"Prestar los servicios profesionales a la Oficina de Informática en el marco del proceso de Gestión de Tecnologías de la Información, encaminadas al establecimiento de buenas prácticas, seguimiento y mejoramiento del sistema de información con alcance en las bases de datos, estructurando e implementando las bodegas de datos, de acuerdo con los lineamientos de la Oficina de Informática y la estrategia de Gobierno Digital dispuesta por Mintic.",77280991,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.687976&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,18/01/2019,80000419,"Prestar los Servicios Profesionales de acompañamiento jurídico en las actividades a cargo de la Dirección General Territorial y las direcciones territoriales, así como en el planteamiento, ejecución y","Prestar los Servicios Profesionales de acompañamiento jurídico en las actividades a cargo de la Dirección General Territorial y las direcciones territoriales, así como en el planteamiento, ejecución y seguimiento de estrategias de seguimiento y control,  que permitan garantizar la gestión de actividades tanto de la Dirección General Territorial como de las direcciones territoriales.",77933322,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.670569&isFromPublicArea=True&isModal=true&asPopupView=true
Selección Abreviada de Menor Cuantía,02/10/2018,SSPD - MC- 10-2018,"Adquisición, instalación y puesta en funcionamiento un de sistema de control de acceso a los puntos principales de las sedes de la SSPD a nivel nacional","Adquisición, instalación y puesta en funcionamiento un de sistema de control de acceso a los puntos principales de las sedes de la SSPD a nivel nacional",91958613,DIRECCION ADMINISTRATIVA,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.553226&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,22/01/2020,82002720,DTN 046 DE 2020,"Prestar servicios profesionales a la Dirección Territorial Norte, para realizar el estudio y desarrollo del proceso de enrutamiento de los tramites asignados, así mismo determinar la procedencia o no de los recursos, en consecuencia proyectar los actos de tramite pertinentes y accesorios resultantes del proceso, así mismo cuando se requiera, la atención y orientación personalizada y/o telefónica de usuarios.",20020000,DIRECCION TERRITORIAL NORTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1057217&isFromPublicArea=True&isModal=true&asPopupView=true
Contratación directa,17/01/2020,8500520,Contratar los servicios de apoyo en lo relacionado con el proceso de notificación de las actuaciones que se requieran en los diferentes procesos de la entidad.,Contratar los servicios de apoyo en lo relacionado con el proceso de notificación de las actuaciones que se requieran en los diferentes procesos de la entidad.,26700712,DIRECCION TERRITORIAL SUROCCIDENTE,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1048059&isFromPublicArea=True&isModal=true&asPopupView=true
